,season,round,constructor,constructor_points,constructor_wins,constructor_standings_pos
6776,1991,16,leyton,1.0,0.0,11.0
6777,1991,16,lola,1.0,0.0,12.0
6778,1991,16,larrousse,1.0,0.0,13.0
6779,1991,16,ligier,0.0,0.0,14.0
6780,1991,16,lambo,0.0,0.0,15.0
6781,1991,16,ags,0.0,0.0,16.0
6782,1991,16,fondmetal,0.0,0.0,17.0
6783,1991,16,footwork,0.0,0.0,18.0
6784,1991,16,coloni,0.0,0.0,19.0
6785,1992,1,williams,0.0,0.0,0.0
6786,1992,1,mclaren,0.0,0.0,0.0
6787,1992,1,benetton,0.0,0.0,0.0
6788,1992,1,team_lotus,0.0,0.0,0.0
6789,1992,1,ligier,0.0,0.0,0.0
6790,1992,1,footwork,0.0,0.0,0.0
6791,1992,1,jordan,0.0,0.0,0.0
6792,1992,1,larrousse,0.0,0.0,0.0
6793,1992,1,brabham,0.0,0.0,0.0
6794,1992,2,williams,16.0,1.0,1.0
6795,1992,2,mclaren,6.0,0.0,2.0
6796,1992,2,benetton,3.0,0.0,3.0
6797,1992,2,tyrrell,0.0,0.0,0.0
6798,1992,2,team_lotus,1.0,0.0,4.0
6799,1992,2,ligier,0.0,0.0,5.0
6800,1992,2,footwork,0.0,0.0,6.0
6801,1992,2,dallara,0.0,0.0,0.0
6802,1992,2,larrousse,0.0,0.0,8.0
6803,1992,2,jordan,0.0,0.0,7.0
6804,1992,2,brabham,0.0,0.0,9.0
6805,1992,3,williams,32.0,2.0,1.0
6806,1992,3,benetton,7.0,0.0,3.0
6807,1992,3,mclaren,9.0,0.0,2.0
6808,1992,3,ferrari,0.0,0.0,0.0
6809,1992,3,tyrrell,2.0,0.0,4.0
6810,1992,3,team_lotus,2.0,0.0,5.0
6811,1992,3,footwork,0.0,0.0,7.0
6812,1992,3,ligier,0.0,0.0,6.0
6813,1992,3,minardi,0.0,0.0,0.0
6814,1992,3,dallara,0.0,0.0,8.0
6815,1992,3,larrousse,0.0,0.0,9.0
6816,1992,3,jordan,0.0,0.0,10.0
6817,1992,3,brabham,0.0,0.0,11.0
6818,1992,4,williams,48.0,3.0,1.0
6819,1992,4,benetton,11.0,0.0,2.0
6820,1992,4,mclaren,9.0,0.0,3.0
6821,1992,4,ferrari,5.0,0.0,4.0
6822,1992,4,footwork,1.0,0.0,7.0
6823,1992,4,tyrrell,2.0,0.0,5.0
6824,1992,4,team_lotus,2.0,0.0,6.0
6825,1992,4,dallara,0.0,0.0,10.0
6826,1992,4,ligier,0.0,0.0,8.0
6827,1992,4,minardi,0.0,0.0,9.0
6828,1992,4,march,0.0,0.0,0.0
6829,1992,4,larrousse,0.0,0.0,11.0
6830,1992,4,jordan,0.0,0.0,12.0
6831,1992,4,brabham,0.0,0.0,13.0
6832,1992,5,williams,58.0,4.0,1.0
6833,1992,5,benetton,17.0,0.0,2.0
6834,1992,5,mclaren,12.0,0.0,3.0
6835,1992,5,ferrari,9.0,0.0,4.0
6836,1992,5,footwork,3.0,0.0,5.0
6837,1992,5,tyrrell,2.0,0.0,6.0
6838,1992,5,team_lotus,2.0,0.0,7.0
6839,1992,5,dallara,1.0,0.0,8.0
6840,1992,5,ligier,0.0,0.0,9.0
6841,1992,5,jordan,0.0,0.0,13.0
6842,1992,5,minardi,0.0,0.0,10.0
6843,1992,5,march,0.0,0.0,11.0
6844,1992,5,larrousse,0.0,0.0,12.0
6845,1992,5,brabham,0.0,0.0,14.0
6846,1992,6,williams,74.0,5.0,1.0
6847,1992,6,mclaren,16.0,0.0,3.0
6848,1992,6,benetton,20.0,0.0,2.0
6849,1992,6,ferrari,9.0,0.0,4.0
6850,1992,6,footwork,5.0,0.0,5.0
6851,1992,6,tyrrell,2.0,0.0,6.0
6852,1992,6,team_lotus,2.0,0.0,7.0
6853,1992,6,dallara,2.0,0.0,8.0
6854,1992,6,larrousse,0.0,0.0,13.0
6855,1992,6,minardi,0.0,0.0,11.0
6856,1992,6,ligier,0.0,0.0,9.0
6857,1992,6,jordan,0.0,0.0,10.0
6858,1992,6,march,0.0,0.0,12.0
6859,1992,6,brabham,0.0,0.0,14.0
6860,1992,7,williams,84.0,5.0,1.0
6861,1992,7,mclaren,26.0,1.0,2.0
6862,1992,7,benetton,25.0,0.0,3.0
6863,1992,7,ferrari,9.0,0.0,4.0
6864,1992,7,footwork,5.0,0.0,5.0
6865,1992,7,tyrrell,2.0,0.0,6.0
6866,1992,7,march,0.0,0.0,13.0
6867,1992,7,team_lotus,2.0,0.0,7.0
6868,1992,7,dallara,2.0,0.0,8.0
6869,1992,7,ligier,0.0,0.0,11.0
6870,1992,7,larrousse,1.0,0.0,9.0
6871,1992,7,minardi,0.0,0.0,10.0
6872,1992,7,jordan,0.0,0.0,12.0
6873,1992,7,brabham,0.0,0.0,14.0
6874,1992,8,williams,84.0,5.0,1.0
6875,1992,8,mclaren,36.0,2.0,2.0
6876,1992,8,benetton,31.0,0.0,3.0
6877,1992,8,ferrari,13.0,0.0,4.0
6878,1992,8,team_lotus,2.0,0.0,8.0
6879,1992,8,footwork,5.0,0.0,5.0
6880,1992,8,tyrrell,4.0,0.0,6.0
6881,1992,8,march,3.0,0.0,7.0
6882,1992,8,ligier,1.0,0.0,10.0
6883,1992,8,dallara,2.0,0.0,9.0
6884,1992,8,larrousse,1.0,0.0,11.0
6885,1992,8,minardi,0.0,0.0,12.0
6886,1992,8,jordan,0.0,0.0,13.0
6887,1992,8,brabham,0.0,0.0,14.0
6888,1992,9,williams,100.0,6.0,1.0
6889,1992,9,benetton,35.0,0.0,3.0
6890,1992,9,mclaren,36.0,2.0,2.0
6891,1992,9,ferrari,13.0,0.0,4.0
6892,1992,9,team_lotus,6.0,0.0,5.0
6893,1992,9,footwork,5.0,0.0,6.0
6894,1992,9,tyrrell,4.0,0.0,7.0
6895,1992,9,march,3.0,0.0,8.0
6896,1992,9,ligier,3.0,0.0,9.0
6897,1992,9,dallara,2.0,0.0,10.0
6898,1992,9,larrousse,1.0,0.0,11.0
6899,1992,9,minardi,0.0,0.0,12.0
6900,1992,9,jordan,0.0,0.0,13.0
6901,1992,9,brabham,0.0,0.0,14.0
6902,1992,9,fondmetal,0.0,0.0,0.0
6903,1992,10,williams,116.0,7.0,1.0
6904,1992,10,benetton,42.0,0.0,2.0
6905,1992,10,mclaren,38.0,2.0,3.0
6906,1992,10,ferrari,13.0,0.0,4.0
6907,1992,10,team_lotus,7.0,0.0,5.0
6908,1992,10,footwork,5.0,0.0,6.0
6909,1992,10,tyrrell,4.0,0.0,7.0
6910,1992,10,ligier,3.0,0.0,9.0
6911,1992,10,march,3.0,0.0,8.0
6912,1992,10,dallara,2.0,0.0,10.0
6913,1992,10,larrousse,1.0,0.0,11.0
6914,1992,10,minardi,0.0,0.0,12.0
6915,1992,10,jordan,0.0,0.0,13.0
6916,1992,10,brabham,0.0,0.0,14.0
6917,1992,10,fondmetal,0.0,0.0,15.0
6918,1992,11,williams,126.0,8.0,1.0
6919,1992,11,mclaren,44.0,2.0,3.0
6920,1992,11,benetton,49.0,0.0,2.0
6921,1992,11,ferrari,15.0,0.0,4.0
6922,1992,11,team_lotus,7.0,0.0,5.0
6923,1992,11,footwork,5.0,0.0,6.0
6924,1992,11,tyrrell,4.0,0.0,7.0
6925,1992,11,ligier,4.0,0.0,8.0
6926,1992,11,march,3.0,0.0,9.0
6927,1992,11,dallara,2.0,0.0,10.0
6928,1992,11,larrousse,1.0,0.0,11.0
6929,1992,11,minardi,0.0,0.0,12.0
6930,1992,11,jordan,0.0,0.0,13.0
6931,1992,11,brabham,0.0,0.0,14.0
6932,1992,11,fondmetal,0.0,0.0,15.0
6933,1992,12,williams,132.0,8.0,1.0
6934,1992,12,benetton,51.0,0.0,3.0
6935,1992,12,mclaren,58.0,3.0,2.0
6936,1992,12,ferrari,16.0,0.0,4.0
6937,1992,12,team_lotus,10.0,0.0,5.0
6938,1992,12,footwork,5.0,0.0,6.0
6939,1992,12,tyrrell,4.0,0.0,7.0
6940,1992,12,ligier,4.0,0.0,8.0
6941,1992,12,march,3.0,0.0,9.0
6942,1992,12,dallara,2.0,0.0,10.0
6943,1992,12,larrousse,1.0,0.0,11.0
6944,1992,12,minardi,0.0,0.0,12.0
6945,1992,12,jordan,0.0,0.0,13.0
6946,1992,12,fondmetal,0.0,0.0,15.0
6947,1992,12,brabham,0.0,0.0,14.0
6948,1992,13,williams,142.0,8.0,1.0
6949,1992,13,benetton,64.0,1.0,2.0
6950,1992,13,mclaren,60.0,3.0,3.0
6951,1992,13,ferrari,16.0,0.0,4.0
6952,1992,13,team_lotus,11.0,0.0,5.0
6953,1992,13,footwork,5.0,0.0,6.0
6954,1992,13,tyrrell,4.0,0.0,7.0
6955,1992,13,ligier,4.0,0.0,8.0
6956,1992,13,march,3.0,0.0,9.0
6957,1992,13,dallara,2.0,0.0,10.0
6958,1992,13,larrousse,1.0,0.0,11.0
6959,1992,13,minardi,0.0,0.0,12.0
6960,1992,13,jordan,0.0,0.0,13.0
6961,1992,13,fondmetal,0.0,0.0,14.0
6962,1992,13,brabham,0.0,0.0,15.0
6963,1992,14,williams,144.0,8.0,1.0
6964,1992,14,mclaren,73.0,4.0,3.0
6965,1992,14,benetton,74.0,1.0,2.0
6966,1992,14,ferrari,16.0,0.0,4.0
6967,1992,14,team_lotus,11.0,0.0,5.0
6968,1992,14,footwork,5.0,0.0,6.0
6969,1992,14,tyrrell,5.0,0.0,7.0
6970,1992,14,ligier,4.0,0.0,8.0
6971,1992,14,march,3.0,0.0,9.0
6972,1992,14,dallara,2.0,0.0,10.0
6973,1992,14,larrousse,1.0,0.0,11.0
6974,1992,14,minardi,0.0,0.0,12.0
6975,1992,14,jordan,0.0,0.0,13.0
6976,1992,14,fondmetal,0.0,0.0,14.0
6977,1992,14,brabham,0.0,0.0,15.0
6978,1992,15,williams,154.0,9.0,1.0
6979,1992,15,mclaren,83.0,4.0,2.0
6980,1992,15,benetton,77.0,1.0,3.0
6981,1992,15,ferrari,16.0,0.0,4.0
6982,1992,15,team_lotus,13.0,0.0,5.0
6983,1992,15,tyrrell,5.0,0.0,7.0
6984,1992,15,footwork,6.0,0.0,6.0
6985,1992,15,ligier,4.0,0.0,8.0
6986,1992,15,march,3.0,0.0,9.0
6987,1992,15,dallara,2.0,0.0,10.0
6988,1992,15,minardi,0.0,0.0,12.0
6989,1992,15,larrousse,1.0,0.0,11.0
6990,1992,15,jordan,0.0,0.0,13.0
6991,1992,15,fondmetal,0.0,0.0,14.0
6992,1992,15,brabham,0.0,0.0,15.0
6993,1992,16,williams,164.0,10.0,1.0
6994,1992,16,mclaren,89.0,4.0,2.0
6995,1992,16,benetton,81.0,1.0,3.0
6996,1992,16,ferrari,18.0,0.0,4.0
6997,1992,16,team_lotus,13.0,0.0,5.0
6998,1992,16,tyrrell,8.0,0.0,6.0
6999,1992,16,footwork,6.0,0.0,7.0
7000,1992,16,ligier,4.0,0.0,8.0
7001,1992,16,march,3.0,0.0,9.0
7002,1992,16,dallara,2.0,0.0,10.0
7003,1992,16,jordan,0.0,0.0,13.0
7004,1992,16,minardi,1.0,0.0,11.0
7005,1992,16,larrousse,1.0,0.0,12.0
7006,1992,16,fondmetal,0.0,0.0,14.0
7007,1992,16,brabham,0.0,0.0,15.0
7008,1993,1,williams,0.0,0.0,0.0
7009,1993,1,mclaren,0.0,0.0,0.0
7010,1993,1,ligier,0.0,0.0,0.0
7011,1993,1,minardi,0.0,0.0,0.0
7012,1993,1,sauber,0.0,0.0,0.0
7013,1993,1,ferrari,0.0,0.0,0.0
7014,1993,1,footwork,0.0,0.0,0.0
7015,1993,2,mclaren,6.0,0.0,2.0
7016,1993,2,williams,10.0,1.0,1.0
7017,1993,2,ligier,4.0,0.0,3.0
7018,1993,2,benetton,0.0,0.0,0.0
7019,1993,2,team_lotus,0.0,0.0,0.0
7020,1993,2,minardi,3.0,0.0,4.0
7021,1993,2,sauber,2.0,0.0,5.0
7022,1993,2,ferrari,1.0,0.0,6.0
7023,1993,2,footwork,0.0,0.0,7.0
7024,1993,2,larrousse,0.0,0.0,0.0
7025,1993,2,lola,0.0,0.0,0.0
7026,1993,3,mclaren,16.0,1.0,1.0
7027,1993,3,williams,16.0,1.0,2.0
7028,1993,3,team_lotus,4.0,0.0,5.0
7029,1993,3,benetton,4.0,0.0,4.0
7030,1993,3,ligier,6.0,0.0,3.0
7031,1993,3,minardi,3.0,0.0,6.0
7032,1993,3,sauber,2.0,0.0,7.0
7033,1993,3,ferrari,1.0,0.0,8.0
7034,1993,3,larrousse,0.0,0.0,10.0
7035,1993,3,footwork,0.0,0.0,9.0
7036,1993,3,jordan,0.0,0.0,0.0
7037,1993,3,lola,0.0,0.0,11.0
7038,1993,4,williams,26.0,1.0,2.0
7039,1993,4,mclaren,26.0,2.0,1.0
7040,1993,4,benetton,6.0,0.0,4.0
7041,1993,4,ligier,6.0,0.0,5.0
7042,1993,4,team_lotus,7.0,0.0,3.0
7043,1993,4,sauber,2.0,0.0,7.0
7044,1993,4,minardi,4.0,0.0,6.0
7045,1993,4,larrousse,0.0,0.0,9.0
7046,1993,4,ferrari,1.0,0.0,8.0
7047,1993,4,footwork,0.0,0.0,10.0
7048,1993,4,lola,0.0,0.0,12.0
7049,1993,4,jordan,0.0,0.0,11.0
7050,1993,5,williams,36.0,2.0,1.0
7051,1993,5,mclaren,26.0,2.0,2.0
7052,1993,5,benetton,12.0,0.0,3.0
7053,1993,5,ligier,10.0,0.0,4.0
7054,1993,5,team_lotus,7.0,0.0,5.0
7055,1993,5,sauber,5.0,0.0,6.0
7056,1993,5,minardi,5.0,0.0,7.0
7057,1993,5,larrousse,2.0,0.0,8.0
7058,1993,5,ferrari,1.0,0.0,9.0
7059,1993,5,footwork,0.0,0.0,10.0
7060,1993,5,lola,0.0,0.0,11.0
7061,1993,5,jordan,0.0,0.0,12.0
7062,1993,6,williams,46.0,3.0,1.0
7063,1993,6,mclaren,34.0,2.0,2.0
7064,1993,6,benetton,19.0,0.0,3.0
7065,1993,6,ligier,10.0,0.0,4.0
7066,1993,6,team_lotus,7.0,0.0,5.0
7067,1993,6,minardi,5.0,0.0,7.0
7068,1993,6,ferrari,2.0,0.0,9.0
7069,1993,6,sauber,5.0,0.0,6.0
7070,1993,6,larrousse,2.0,0.0,8.0
7071,1993,6,footwork,0.0,0.0,10.0
7072,1993,6,lola,0.0,0.0,11.0
7073,1993,6,jordan,0.0,0.0,12.0
7074,1993,6,tyrrell,0.0,0.0,0.0
7075,1993,7,williams,55.0,3.0,1.0
7076,1993,7,mclaren,44.0,3.0,2.0
7077,1993,7,benetton,19.0,0.0,3.0
7078,1993,7,ligier,11.0,0.0,4.0
7079,1993,7,ferrari,6.0,0.0,7.0
7080,1993,7,team_lotus,7.0,0.0,5.0
7081,1993,7,minardi,7.0,0.0,6.0
7082,1993,7,sauber,5.0,0.0,8.0
7083,1993,7,larrousse,2.0,0.0,9.0
7084,1993,7,footwork,0.0,0.0,10.0
7085,1993,7,lola,0.0,0.0,11.0
7086,1993,7,jordan,0.0,0.0,12.0
7087,1993,7,tyrrell,0.0,0.0,13.0
7088,1993,8,williams,69.0,4.0,1.0
7089,1993,8,mclaren,44.0,3.0,2.0
7090,1993,8,benetton,25.0,0.0,3.0
7091,1993,8,ligier,13.0,0.0,4.0
7092,1993,8,ferrari,9.0,0.0,5.0
7093,1993,8,team_lotus,7.0,0.0,6.0
7094,1993,8,minardi,7.0,0.0,7.0
7095,1993,8,sauber,6.0,0.0,8.0
7096,1993,8,larrousse,2.0,0.0,9.0
7097,1993,8,footwork,0.0,0.0,10.0
7098,1993,8,jordan,0.0,0.0,12.0
7099,1993,8,lola,0.0,0.0,11.0
7100,1993,8,tyrrell,0.0,0.0,13.0
7101,1993,9,williams,85.0,5.0,1.0
7102,1993,9,mclaren,48.0,3.0,2.0
7103,1993,9,benetton,29.0,0.0,3.0
7104,1993,9,ligier,15.0,0.0,4.0
7105,1993,9,team_lotus,7.0,0.0,6.0
7106,1993,9,ferrari,9.0,0.0,5.0
7107,1993,9,minardi,7.0,0.0,7.0
7108,1993,9,sauber,6.0,0.0,8.0
7109,1993,9,larrousse,2.0,0.0,9.0
7110,1993,9,footwork,0.0,0.0,10.0
7111,1993,9,jordan,0.0,0.0,11.0
7112,1993,9,lola,0.0,0.0,12.0
7113,1993,9,tyrrell,0.0,0.0,13.0
7114,1993,10,williams,95.0,6.0,1.0
7115,1993,10,mclaren,50.0,3.0,2.0
7116,1993,10,benetton,39.0,0.0,3.0
7117,1993,10,ligier,15.0,0.0,4.0
7118,1993,10,ferrari,9.0,0.0,6.0
7119,1993,10,team_lotus,10.0,0.0,5.0
7120,1993,10,minardi,7.0,0.0,7.0
7121,1993,10,sauber,6.0,0.0,8.0
7122,1993,10,larrousse,2.0,0.0,9.0
7123,1993,10,footwork,1.0,0.0,10.0
7124,1993,10,jordan,0.0,0.0,11.0
7125,1993,10,lola,0.0,0.0,12.0
7126,1993,10,tyrrell,0.0,0.0,13.0
7127,1993,11,williams,105.0,7.0,1.0
7128,1993,11,mclaren,53.0,3.0,2.0
7129,1993,11,benetton,47.0,0.0,3.0
7130,1993,11,ligier,19.0,0.0,4.0
7131,1993,11,ferrari,10.0,0.0,5.0
7132,1993,11,team_lotus,10.0,0.0,6.0
7133,1993,11,minardi,7.0,0.0,7.0
7134,1993,11,sauber,6.0,0.0,8.0
7135,1993,11,footwork,1.0,0.0,10.0
7136,1993,11,larrousse,2.0,0.0,9.0
7137,1993,11,jordan,0.0,0.0,11.0
7138,1993,11,lola,0.0,0.0,12.0
7139,1993,11,tyrrell,0.0,0.0,13.0
7140,1993,12,williams,115.0,8.0,1.0
7141,1993,12,benetton,53.0,0.0,3.0
7142,1993,12,mclaren,53.0,3.0,2.0
7143,1993,12,ligier,21.0,0.0,4.0
7144,1993,12,ferrari,14.0,0.0,5.0
7145,1993,12,team_lotus,10.0,0.0,6.0
7146,1993,12,minardi,7.0,0.0,7.0
7147,1993,12,sauber,7.0,0.0,8.0
7148,1993,12,footwork,4.0,0.0,9.0
7149,1993,12,larrousse,2.0,0.0,10.0
7150,1993,12,jordan,0.0,0.0,11.0
7151,1993,12,lola,0.0,0.0,12.0
7152,1993,12,tyrrell,0.0,0.0,13.0
7153,1993,13,williams,129.0,9.0,1.0
7154,1993,13,benetton,60.0,0.0,2.0
7155,1993,13,mclaren,56.0,3.0,3.0
7156,1993,13,ligier,21.0,0.0,4.0
7157,1993,13,ferrari,14.0,0.0,5.0
7158,1993,13,team_lotus,12.0,0.0,6.0
7159,1993,13,sauber,7.0,0.0,8.0
7160,1993,13,minardi,7.0,0.0,7.0
7161,1993,13,footwork,4.0,0.0,9.0
7162,1993,13,larrousse,2.0,0.0,10.0
7163,1993,13,jordan,0.0,0.0,11.0
7164,1993,13,lola,0.0,0.0,12.0
7165,1993,13,tyrrell,0.0,0.0,13.0
7166,1993,14,williams,139.0,10.0,1.0
7167,1993,14,benetton,62.0,0.0,2.0
7168,1993,14,mclaren,60.0,3.0,3.0
7169,1993,14,ferrari,20.0,0.0,5.0
7170,1993,14,ligier,21.0,0.0,4.0
7171,1993,14,team_lotus,12.0,0.0,6.0
7172,1993,14,sauber,10.0,0.0,7.0
7173,1993,14,minardi,7.0,0.0,8.0
7174,1993,14,footwork,4.0,0.0,9.0
7175,1993,14,larrousse,3.0,0.0,10.0
7176,1993,14,jordan,0.0,0.0,11.0
7177,1993,14,lola,0.0,0.0,12.0
7178,1993,14,tyrrell,0.0,0.0,13.0
7179,1993,15,williams,149.0,10.0,1.0
7180,1993,15,mclaren,60.0,3.0,3.0
7181,1993,15,benetton,72.0,1.0,2.0
7182,1993,15,ferrari,23.0,0.0,4.0
7183,1993,15,ligier,22.0,0.0,5.0
7184,1993,15,team_lotus,12.0,0.0,6.0
7185,1993,15,sauber,12.0,0.0,7.0
7186,1993,15,minardi,7.0,0.0,8.0
7187,1993,15,footwork,4.0,0.0,9.0
7188,1993,15,larrousse,3.0,0.0,10.0
7189,1993,15,jordan,0.0,0.0,11.0
7190,1993,15,lola,0.0,0.0,12.0
7191,1993,15,tyrrell,0.0,0.0,13.0
7192,1993,16,williams,158.0,10.0,1.0
7193,1993,16,mclaren,74.0,4.0,2.0
7194,1993,16,benetton,72.0,1.0,3.0
7195,1993,16,ferrari,23.0,0.0,4.0
7196,1993,16,ligier,22.0,0.0,5.0
7197,1993,16,team_lotus,12.0,0.0,6.0
7198,1993,16,sauber,12.0,0.0,7.0
7199,1993,16,minardi,7.0,0.0,8.0
7200,1993,16,footwork,4.0,0.0,9.0
7201,1993,16,larrousse,3.0,0.0,10.0
7202,1993,16,jordan,3.0,0.0,11.0
7203,1993,16,lola,0.0,0.0,12.0
7204,1993,16,tyrrell,0.0,0.0,13.0
7205,1994,1,benetton,0.0,0.0,0.0
7206,1994,1,williams,0.0,0.0,0.0
7207,1994,1,ferrari,0.0,0.0,0.0
7208,1994,1,jordan,0.0,0.0,0.0
7209,1994,1,tyrrell,0.0,0.0,0.0
7210,1994,1,sauber,0.0,0.0,0.0
7211,1994,1,team_lotus,0.0,0.0,0.0
7212,1994,1,minardi,0.0,0.0,0.0
7213,1994,1,larrousse,0.0,0.0,0.0
7214,1994,1,ligier,0.0,0.0,0.0
7215,1994,1,simtek,0.0,0.0,0.0
7216,1994,1,mclaren,0.0,0.0,0.0
7217,1994,1,footwork,0.0,0.0,0.0
7218,1994,1,pacific,0.0,0.0,0.0
7219,1994,2,benetton,10.0,1.0,1.0
7220,1994,2,ferrari,4.0,0.0,3.0
7221,1994,2,jordan,3.0,0.0,4.0
7222,1994,2,williams,6.0,0.0,2.0
7223,1994,2,footwork,0.0,0.0,13.0
7224,1994,2,sauber,1.0,0.0,6.0
7225,1994,2,tyrrell,2.0,0.0,5.0
7226,1994,2,larrousse,0.0,0.0,9.0
7227,1994,2,team_lotus,0.0,0.0,7.0
7228,1994,2,minardi,0.0,0.0,8.0
7229,1994,2,ligier,0.0,0.0,10.0
7230,1994,2,simtek,0.0,0.0,11.0
7231,1994,2,mclaren,0.0,0.0,12.0
7232,1994,2,pacific,0.0,0.0,14.0
7233,1994,3,benetton,20.0,2.0,1.0
7234,1994,3,ferrari,10.0,0.0,2.0
7235,1994,3,williams,6.0,0.0,4.0
7236,1994,3,jordan,7.0,0.0,3.0
7237,1994,3,sauber,3.0,0.0,6.0
7238,1994,3,mclaren,0.0,0.0,13.0
7239,1994,3,tyrrell,2.0,0.0,7.0
7240,1994,3,footwork,3.0,0.0,5.0
7241,1994,3,larrousse,1.0,0.0,8.0
7242,1994,3,team_lotus,0.0,0.0,9.0
7243,1994,3,minardi,0.0,0.0,10.0
7244,1994,3,ligier,0.0,0.0,11.0
7245,1994,3,simtek,0.0,0.0,12.0
7246,1994,3,pacific,0.0,0.0,14.0
7247,1994,4,benetton,30.0,3.0,1.0
7248,1994,4,ferrari,16.0,0.0,2.0
7249,1994,4,mclaren,4.0,0.0,6.0
7250,1994,4,jordan,7.0,0.0,4.0
7251,1994,4,williams,7.0,0.0,3.0
7252,1994,4,sauber,6.0,0.0,5.0
7253,1994,4,tyrrell,4.0,0.0,7.0
7254,1994,4,footwork,3.0,0.0,8.0
7255,1994,4,larrousse,1.0,0.0,9.0
7256,1994,4,minardi,0.0,0.0,11.0
7257,1994,4,team_lotus,0.0,0.0,10.0
7258,1994,4,ligier,0.0,0.0,12.0
7259,1994,4,simtek,0.0,0.0,13.0
7260,1994,4,pacific,0.0,0.0,14.0
7261,1994,5,benetton,40.0,4.0,1.0
7262,1994,5,ferrari,22.0,0.0,2.0
7263,1994,5,williams,7.0,0.0,5.0
7264,1994,5,jordan,10.0,0.0,4.0
7265,1994,5,mclaren,10.0,0.0,3.0
7266,1994,5,tyrrell,4.0,0.0,7.0
7267,1994,5,sauber,6.0,0.0,6.0
7268,1994,5,footwork,3.0,0.0,8.0
7269,1994,5,minardi,1.0,0.0,10.0
7270,1994,5,larrousse,1.0,0.0,9.0
7271,1994,5,team_lotus,0.0,0.0,11.0
7272,1994,5,ligier,0.0,0.0,12.0
7273,1994,5,simtek,0.0,0.0,13.0
7274,1994,5,pacific,0.0,0.0,14.0
7275,1994,6,benetton,46.0,4.0,1.0
7276,1994,6,ferrari,25.0,0.0,2.0
7277,1994,6,williams,17.0,1.0,3.0
7278,1994,6,jordan,11.0,0.0,4.0
7279,1994,6,mclaren,10.0,0.0,5.0
7280,1994,6,tyrrell,8.0,0.0,6.0
7281,1994,6,sauber,6.0,0.0,7.0
7282,1994,6,footwork,3.0,0.0,8.0
7283,1994,6,minardi,3.0,0.0,9.0
7284,1994,6,larrousse,1.0,0.0,10.0
7285,1994,6,team_lotus,0.0,0.0,11.0
7286,1994,6,ligier,0.0,0.0,12.0
7287,1994,6,simtek,0.0,0.0,13.0
7288,1994,6,pacific,0.0,0.0,14.0
7289,1994,7,benetton,57.0,5.0,1.0
7290,1994,7,ferrari,32.0,0.0,2.0
7291,1994,7,williams,25.0,1.0,3.0
7292,1994,7,jordan,11.0,0.0,4.0
7293,1994,7,mclaren,10.0,0.0,5.0
7294,1994,7,sauber,6.0,0.0,7.0
7295,1994,7,tyrrell,8.0,0.0,6.0
7296,1994,7,minardi,3.0,0.0,9.0
7297,1994,7,footwork,3.0,0.0,8.0
7298,1994,7,larrousse,1.0,0.0,10.0
7299,1994,7,team_lotus,0.0,0.0,11.0
7300,1994,7,ligier,0.0,0.0,12.0
7301,1994,7,simtek,0.0,0.0,13.0
7302,1994,7,pacific,0.0,0.0,14.0
7303,1994,8,benetton,67.0,6.0,1.0
7304,1994,8,williams,31.0,1.0,3.0
7305,1994,8,ferrari,36.0,0.0,2.0
7306,1994,8,mclaren,10.0,0.0,5.0
7307,1994,8,jordan,11.0,0.0,4.0
7308,1994,8,sauber,10.0,0.0,6.0
7309,1994,8,tyrrell,8.0,0.0,7.0
7310,1994,8,minardi,5.0,0.0,8.0
7311,1994,8,footwork,3.0,0.0,9.0
7312,1994,8,larrousse,1.0,0.0,10.0
7313,1994,8,team_lotus,0.0,0.0,11.0
7314,1994,8,ligier,0.0,0.0,12.0
7315,1994,8,simtek,0.0,0.0,13.0
7316,1994,8,pacific,0.0,0.0,14.0
7317,1994,9,benetton,67.0,6.0,1.0
7318,1994,9,ferrari,42.0,0.0,3.0
7319,1994,9,williams,43.0,2.0,2.0
7320,1994,9,mclaren,14.0,0.0,4.0
7321,1994,9,jordan,14.0,0.0,5.0
7322,1994,9,ligier,0.0,0.0,12.0
7323,1994,9,sauber,10.0,0.0,6.0
7324,1994,9,tyrrell,9.0,0.0,7.0
7325,1994,9,footwork,3.0,0.0,9.0
7326,1994,9,minardi,5.0,0.0,8.0
7327,1994,9,larrousse,1.0,0.0,10.0
7328,1994,9,team_lotus,0.0,0.0,11.0
7329,1994,9,simtek,0.0,0.0,13.0
7330,1994,9,pacific,0.0,0.0,14.0
7331,1994,10,benetton,67.0,6.0,1.0
7332,1994,10,ferrari,52.0,1.0,2.0
7333,1994,10,williams,43.0,2.0,3.0
7334,1994,10,mclaren,14.0,0.0,4.0
7335,1994,10,jordan,14.0,0.0,5.0
7336,1994,10,ligier,10.0,0.0,6.0
7337,1994,10,tyrrell,9.0,0.0,8.0
7338,1994,10,sauber,10.0,0.0,7.0
7339,1994,10,footwork,8.0,0.0,9.0
7340,1994,10,minardi,5.0,0.0,10.0
7341,1994,10,larrousse,2.0,0.0,11.0
7342,1994,10,team_lotus,0.0,0.0,12.0
7343,1994,10,simtek,0.0,0.0,13.0
7344,1994,10,pacific,0.0,0.0,14.0
7345,1994,11,benetton,81.0,7.0,1.0
7346,1994,11,williams,49.0,2.0,3.0
7347,1994,11,ferrari,52.0,1.0,2.0
7348,1994,11,mclaren,17.0,0.0,4.0
